"c.0L..1L..2L..3L..4L..5L..6L..7L..8L..9L..10L..11L..12L..13L.." "c.51.0456..52.0305..54.075..56.0468..58.1134..57.0829..61.0952.."
"15873" 11 78.0703
"15874" 12 80.0782
"15875" 13 85.0761
"15876" 14 86.1631
"15877" 15 89.0802
"15878" 16 91.0718
"15879" 17 94.0905
"15880" 18 98.2172
"15881" 19 99.181
"15882" 20 103.201
"15883" 21 108.246
"15884" 22 110.234
"15885" 23 115.159
"15886" 0 59.0653
"15887" 1 62.1241
"15888" 2 65.1525
"15889" 3 68.0832
"15890" 4 70.0781
"15891" 5 71.1468
"15892" 6 73.1277
"15893" 7 77.1059
"15894" 8 78.1029
"15895" 9 82.1231
"15896" 10 84.1444
"15897" 11 86.2316
"15898" 12 89.165
"15899" 13 91.1123
"15900" 14 95.2314
"15901" 15 96.1938
"15902" 16 101.195
"15903" 17 102.332
"15904" 18 106.11
"15905" 19 108.159
"15906" 20 112.249
"15907" 21 117.15
"15908" 22 120.273
"15909" 23 124.353
"15910" 24 129.19
"15911" 25 133.242
"15912" 26 139.205
"15913" 27 140.295
"15914" 28 147.359
"15915" 29 151.241
"15916" 30 155.324
"15917" 0 79.2272
"15918" 1 81.1674
"15919" 2 83.1447
"15920" 3 85.0677
"15921" 4 89.2521
"15922" 5 93.2181
"15923" 6 94.2308
"15924" 7 98.1583
"15925" 8 102.246
"15926" 9 103.259
"15927" 10 106.271
"15928" 11 109.416
"15929" 12 113.239
"15930" 13 118.375
"15931" 14 121.254
"15932" 15 123.275
"15933" 16 130.349
"15934" 17 135.209
"15935" 0 71.1344
"15936" 1 72.0865
"15937" 2 75.1563
"15938" 3 78.1348
"15939" 4 79.1657
"15940" 5 82.365
"15941" 6 85.1513
"15942" 7 89.3595
"15943" 8 90.1672
"15944" 9 94.2743
"15945" 10 98.2698
"15946" 11 100.294
"15947" 12 102.304
"15948" 13 105.359
"15949" 14 108.343
"15950" 15 112.276
"15951" 16 115.257
"15952" 17 120.226
"15953" 0 65.1985
"15954" 1 67.132
"15955" 2 70.0619
"15956" 3 73.086
"15957" 4 74.0759
"15958" 5 77.2133
"15959" 6 80.1837
"15960" 7 83.1292
"15961" 8 84.1083
"15962" 9 88.2088
"15963" 10 91.2783
"15964" 11 94.2688
"15965" 12 97.1418
"15966" 13 100.161
"15967" 14 103.147
"15968" 15 108.292
"15969" 16 111.224
"15970" 0 60.2711
"15971" 1 61.2268
"15972" 2 63.1661
"15973" 3 67.1973
"15974" 4 68.3441
"15975" 5 71.3478
"15976" 6 75.4426
"15977" 7 76.32
"15978" 8 78.2268
"15979" 9 80.1664
"15980" 10 84.2763
"15981" 11 87.2413
"15982" 12 92.3584
"15983" 13 94.2865
"15984" 14 97.3182
"15985" 15 102.348
"15986" 0 56.0558
"15987" 1 58.0303
"15988" 2 58.0404
"15989" 3 60.0638
"15990" 4 63.0947
"15991" 5 65.0614
"15992" 6 68.1559
"15993" 7 69.1841
"15994" 8 72.1325
"15995" 9 74.1145
"15996" 10 75.134
"15997" 11 79.2318
"15998" 12 83.1588
"15999" 13 84.2298
"16000" 14 88.1982
"16001" 15 91.274
"16002" 16 93.2781
"16003" 0 49.0823
"16004" 1 50.0622
"16005" 2 53.0632
"16006" 3 51.0936
"16007" 4 54.1068
"16008" 5 57.0558
"16009" 6 55.1846
"16010" 7 59.089
"16011" 8 60.0594
"16012" 9 62.1579
"16013" 10 62.1183
"16014" 11 65.0783
"16015" 12 66.1404
"16016" 13 69.1001
"16017" 14 71.2235
"16018" 15 72.0861
"16019" 16 76.0702
"16020" 17 77.0699
"16021" 18 79.0511
"16022" 19 82.0822
"16023" 20 83.1836
"16024" 21 86.1166
"16025" 22 89.3607
"16026" 23 91.5065
"16027" 24 96.5152
"16028" 25 100.378
"16029" 26 103.275
"16030" 0 55.1009
"16031" 1 56.1954
"16032" 2 58.2152
"16033" 3 61.2158
"16034" 4 62.139
"16035" 5 64.1454
"16036" 6 64.0889
"16037" 7 67.2285
"16038" 8 70.0945
"16039" 9 73.1252
"16040" 10 74.2702
"16041" 11 77.2535
"16042" 12 78.1494
"16043" 13 82.1901
"16044" 14 84.2299
"16045" 15 88.3603
"16046" 16 91.161
"16047" 17 94.3917
"16048" 18 97.242
"16049" 19 100.358
"16050" 20 104.228
"16051" 0 58.0321
"16052" 1 58.079
"16053" 2 59.0557
"16054" 3 61.0859
"16055" 4 62.1108
"16056" 5 64.1078
"16057" 6 67.099
"16058" 7 69.0398
"16059" 8 71.1445
"16060" 9 73.0961
"16061" 10 75.2704
"16062" 11 79.2314
"16063" 12 82.4344
"16064" 13 84.419
"16065" 14 87.2189
"16066" 15 91.2956
"16067" 16 94.4141
"16068" 0 50.0864
"16069" 1 52.1699
"16070" 2 53.0483
"16071" 3 55.0753
"16072" 4 54.0721
"16073" 5 58.0967
"16074" 6 59.0874
"16075" 7 60.1363
"16076" 8 63.1675
"16077" 9 63.204
"16078" 10 66.2952
"16079" 11 67.3062
"16080" 12 70.2769
"16081" 13 72.2699
"16082" 14 74.2179
"16083" 15 76.2626
"16084" 16 79.2495
"16085" 17 82.2819
"16086" 18 83.3036
"16087" 19 86.4239
"16088" 20 88.2257
"16089" 21 92.2623
"16090" 0 48.1714
"16091" 1 50.1194
"16092" 2 51.2308
"16093" 3 51.3008
"16094" 4 54.1623
"16095" 5 55.0818
"16096" 6 57.0867
"16097" 7 58.1937
"16098" 8 60.0549
"16099" 9 62.0504
"16100" 10 63.1485
"16101" 11 64.0888
"16102" 12 67.0653
"16103" 13 69.0676
"16104" 14 71.1006
"16105" 15 74.0455
"16106" 16 77.1159
"16107" 17 79.119
"16108" 18 80.1749
"16109" 19 85.1275
"16110" 20 87.1349
"16111" 21 90.1003
"16112" 22 93.1391
"16113" 23 96.0865
"16114" 24 100.122
"16115" 25 103.147
"16116" 26 105.163
"16117" 0 54.1072
"16118" 1 56.1072
"16119" 2 59.1224
"16120" 3 61.0602
"16121" 4 61.1279
"16122" 5 66.1631
"16123" 6 66.0763
"16124" 7 68.0659
"16125" 8 71.2242
"16126" 9 72.1501
"16127" 10 74.3098
"16128" 11 76.2394
"16129" 12 77.2004
"16130" 13 82.107
"16131" 14 83.184
"16132" 15 87.1859
"16133" 16 89.0819
"16134" 17 92.2201
"16135" 18 95.3148
"16136" 19 98.1263
"16137" 20 102.127
"16138" 21 105.115
"16139" 22 109.241
"16140" 23 114.217
"16141" 0 61.0765
"16142" 1 62.0368
"16143" 2 63.1875
"16144" 3 68.132
"16145" 4 70.1208
"16146" 5 72.1207
"16147" 6 75.0992
"16148" 7 77.2647
"16149" 8 80.2369
"16150" 9 83.1622
"16151" 10 87.1801
"16152" 11 88.1821
"16153" 12 92.113
"16154" 13 95.2551
"16155" 14 98.2171
"16156" 0 53.1559
"16157" 1 51.147
"16158" 2 55.045
"16159" 3 57.0519
"16160" 4 58.0486
"16161" 5 59.0905
"16162" 6 63.0986
"16163" 7 63.0952
"16164" 8 67.1068
"16165" 9 67.1631
"16166" 10 70.1848
"16167" 11 73.2126
"16168" 12 76.1948
"16169" 13 80.1007
"16170" 14 81.1095
"16171" 15 84.1093
"16172" 16 88.152
"16173" 17 89.183
"16174" 18 93.2155
"16175" 19 97.1774
"16176" 20 102.334
"16177" 0 55.0909
"16178" 1 58.0617
"16179" 2 59.125
"16180" 3 61.0647
"16181" 4 64.0931
"16182" 5 67.0675
"16183" 6 69.1431
"16184" 7 72.1174
"16185" 8 74.0586
"16186" 9 78.0481
"16187" 10 79.0932
"16188" 11 81.0782
"16189" 12 85.0676
"16190" 13 89.1024
"16191" 14 91.0714
"16192" 0 48.0509
"16193" 1 51.039
"16194" 2 53.0915
"16195" 3 54.0613
"16196" 4 55.1118
"16197" 5 56.1181
"16198" 6 58.1043
"16199" 7 60.12
"16200" 8 63.1252
"16201" 9 65.1313
"16202" 10 68.1414
"16203" 11 68.1577
"16204" 12 69.1856
"16205" 13 71.1215
"16206" 14 74.1209
"16207" 15 76.0462
"16208" 16 77.1755
"16209" 17 80.0955
"16210" 18 82.0978
"16211" 19 86.1515
"16212" 20 86.1299
"16213" 21 90.1327
"16214" 22 95.2192
"16215" 23 98.1097
"16216" 24 100.054
"16217" 0 55.1531
"16218" 1 55.1399
"16219" 2 57.0185
"16220" 3 59.0983
"16221" 4 59.0915
"16222" 5 61.0477
"16223" 6 62.0375
"16224" 7 66.0569
"16225" 8 69.1183
"16226" 9 71.0777
"16227" 10 73.1048
"16228" 11 74.3206
"16229" 12 78.0569
"16230" 13 80.1201
"16231" 14 81.2213
"16232" 15 85.1268
"16233" 16 90.1264
"16234" 17 93.1804
"16235" 18 96.2358
"16236" 0 50.0237
"16237" 1 52.1021
"16238" 2 53.1705
"16239" 3 55.0353
"16240" 4 56.0754
"16241" 5 58.043
"16242" 6 60.0858
"16243" 7 62.0926
"16244" 8 65.0834
"16245" 9 65.0787
"16246" 10 67.0723
"16247" 11 70.0453
"16248" 12 73.0565
"16249" 13 75.1718
"16250" 14 78.0683
"16251" 15 80.0984
"16252" 16 82.0465
"16253" 17 85.1212
"16254" 18 88.1144
"16255" 19 92.0944
"16256" 20 94.0377
"16257" 21 99.182
"16258" 22 102.239
"16259" 0 53.1045
"16260" 1 55.0857
"16261" 2 57.0814
"16262" 3 57.1504
"16263" 4 61.1312
"16264" 5 64.1926
"16265" 6 65.1326
"16266" 7 67.1369
"16267" 8 70.2185
"16268" 9 73.1662
"16269" 10 75.0838
"16270" 11 78.1029
"16271" 12 80.0831
"16272" 13 86.1075
"16273" 14 90.1048
"16274" 0 45.0715
"16275" 1 44.1169
"16276" 2 48.0598
"16277" 3 49.0659
"16278" 4 51.0928
"16279" 5 52.1457
"16280" 6 55.0572
"16281" 7 56.121
"16282" 8 59.1166
"16283" 9 60.0855
"16284" 10 63.1
"16285" 11 66.0628
"16286" 12 69.046
"16287" 13 70.1071
"16288" 14 75.0683
"16289" 15 78.1025
"16290" 0 37.0145
"16291" 1 40.1032
"16292" 2 41.0898
"16293" 3 42.1032
"16294" 4 43.1893
"16295" 5 45.0752
"16296" 6 47.1265
"16297" 7 49.0584
"16298" 8 48.2059
"16299" 9 51.0544
"16300" 10 53.0851
"16301" 11 55.0779
"16302" 12 57.0148
"16303" 13 58.1378
"16304" 14 60.1295
"16305" 15 62.1496
"16306" 16 66.0523
"16307" 17 68.1123
"16308" 18 71.4049
"16309" 19 73.0851
"16310" 20 74.2038
"16311" 21 77.2383
"16312" 22 78.0925
"16313" 23 84.155
"16314" 24 86.2044
"16315" 25 89.2143
"16316" 26 92.1098
"16317" 27 95.1938
"16318" 28 99.1556
"16319" 29 102.171
"16320" 30 106.179
"16321" 31 111.173
"16322" 32 113.25
"16323" 33 118.16
"16324" 34 124.214
"16325" 35 128.155
"16326" 36 132.275
"16327" 0 67.0522
"16328" 1 68.078
"16329" 2 72.0622
"16330" 3 75.0623
"16331" 4 77.0653
"16332" 5 80.0424
"16333" 6 83.2859
"16334" 7 87.1311
"16335" 8 89.076
"16336" 9 94.1249
"16337" 10 97.1294
"16338" 0 43.0236
"16339" 1 45.0149
"16340" 2 47.08
"16341" 3 47.0532
"16342" 4 49.0514
"16343" 5 52.1583
"16344" 6 54.0405
"16345" 7 55.079
"16346" 8 57.0415
"16347" 9 59.2174
"16348" 10 62.0521
"16349" 11 63.051
"16350" 12 66.0966
"16351" 13 67.089
"16352" 14 70.0505
"16353" 15 73.0338
"16354" 16 74.08
"16355" 0 35.0369
"16356" 1 36.0852
"16357" 2 35.0121
"16358" 3 38.0306
"16359" 4 39.0252
"16360" 5 39.0252
"16361" 6 43.0401
"16362" 7 44.1393
"16363" 8 45.0289
"16364" 9 47.0202
"16365" 10 48.0683
"16366" 11 51.0308
"16367" 12 52.0798
"16368" 13 53.1814
"16369" 14 54.0945
"16370" 15 58.1182
"16371" 16 60.2367
"16372" 17 61.1261
"16373" 18 64.1778
"16374" 19 66.3762
"16375" 20 68.2497
"16376" 21 71.171
"16377" 22 74.162
"16378" 23 74.5905
"16379" 24 80.372
"16380" 25 82.2954
"16381" 26 87.3006
"16382" 27 89.2845
"16383" 28 94.4473
"16384" 0 45.436
"16385" 1 47.1792
"16386" 2 50.6222
"16387" 3 49.3947
"16388" 4 52.4472
"16389" 5 56.4436
"16390" 6 55.4849
"16391" 7 59.4567
"16392" 0 45.0702
"16393" 1 47.0081
"16394" 2 48.054
"16395" 3 49.229
"16396" 4 50.3332
"16397" 5 52.2381
"16398" 6 53.2599
"16399" 7 54.1436
"16400" 8 56.2692
"16401" 9 56.1411
"16402" 10 60.1572
"16403" 11 61.1522
"16404" 12 64.1892
"16405" 13 64.1168
"16406" 14 66.1878
"16407" 15 68.24
"16408" 16 72.3033
"16409" 17 73.2478
"16410" 18 77.2686
"16411" 19 81.2137
"16412" 0 40.1135
"16413" 1 41.2612
"16414" 2 43.2177
"16415" 3 45.1098
"16416" 4 46.1163
"16417" 5 46.2004
"16418" 6 50.1716
"16419" 7 51.199
"16420" 8 51.1521
"16421" 9 52.1225
"16422" 10 55.2123
"16423" 11 55.1577
"16424" 12 58.1236
"16425" 13 60.1189
"16426" 14 62.211
"16427" 15 63.1321
"16428" 16 66.2075
"16429" 17 67.1307
"16430" 18 70.162
"16431" 19 73.2214
"16432" 20 75.1084
"16433" 21 77.1338
"16434" 22 81.1001
"16435" 23 83.0978
"16436" 24 85.1128
"16437" 25 89.1466
"16438" 0 45.0623
"16439" 1 45.1093
"16440" 2 47.0505
"16441" 3 50.0286
"16442" 4 49.0568
"16443" 5 52.0773
"16444" 6 54.1251
"16445" 7 55.043
"16446" 8 56.0524
"16447" 9 58.1144
"16448" 10 60.1601
"16449" 11 62.0597
"16450" 12 64.1389
"16451" 13 66.1212
"16452" 14 67.2051
"16453" 15 70.1369
"16454" 16 72.264
"16455" 17 75.1889
"16456" 18 78.1027
"16457" 19 80.248
"16458" 20 82.1173
"16459" 21 85.1541
"16460" 0 46.088
"16461" 1 48.1639
"16462" 2 48.1687
"16463" 3 49.2721
"16464" 4 51.1851
"16465" 5 53.1819
"16466" 6 56.2006
"16467" 7 58.097
"16468" 8 59.1811
"16469" 9 61.1258
"16470" 10 62.1087
"16471" 11 65.1155
"16472" 12 65.1206
"16473" 13 66.103
"16474" 14 69.1317
"16475" 15 72.1063
"16476" 16 74.0554
"16477" 17 76.0783
"16478" 18 78.0247
"16479" 19 81.1015
"16480" 20 85.178
"16481" 21 88.1121
"16482" 22 91.2098
"16483" 0 48.0278
"16484" 1 49.0698
"16485" 2 51.0106
"16486" 3 53.0486
"16487" 4 54.062
"16488" 5 55.0566
"16489" 6 59.0219
"16490" 7 60.0653
"16491" 8 61.0177
"16492" 9 64.1302
"16493" 10 66.1362
"16494" 11 66.0952
"16495" 12 67.0808
"16496" 13 71.1009
"16497" 14 74.3638
"16498" 15 76.2597
"16499" 16 78.4233
"16500" 17 82.3257
"16501" 18 84.2409
"16502" 19 86.2133
"16503" 20 89.2956
"16504" 0 46.108
"16505" 1 47.076
"16506" 2 49.1225
"16507" 3 49.168
"16508" 4 52.1484
"16509" 5 52.1567
"16510" 6 53.167
"16511" 7 56.0888
"16512" 8 58.1051
"16513" 9 59.1133
"16514" 10 60.0908
"16515" 11 64.0815
"16516" 12 62.0838
"16517" 13 65.1201
"16518" 14 69.1246
"16519" 15 69.1365
"16520" 16 74.0776
"16521" 17 75.1311
"16522" 18 77.147
"16523" 19 79.0646
"16524" 20 81.1065
"16525" 21 83.1895
"16526" 22 87.1471
"16527" 23 89.1513
"16528" 24 93.2281
"16529" 25 93.2294
"16530" 26 96.2158
"16531" 0 52.0831
"16532" 1 55.0686
"16533" 2 57.2308
"16534" 3 59.127
"16535" 4 61.132
"16536" 5 62.0743
"16537" 6 64.0941
"16538" 7 66.0829
"16539" 8 70.038
"16540" 9 71.0849
"16541" 10 74.0531
"16542" 11 76.0585
"16543" 12 79.2592
"16544" 13 81.1207
"16545" 14 84.2451
"16546" 15 87.0894
"16547" 16 89.216
"16548" 17 91.1493
"16549" 0 49.0802
"16550" 1 49.0794
"16551" 2 50.175
"16552" 3 50.273
"16553" 4 54.1834
"16554" 5 54.113
"16555" 6 55.1718
"16556" 7 58.1313
"16557" 8 59.199
"16558" 9 61.2144
"16559" 10 62.0931
"16560" 11 66.1677
"16561" 12 66.163
"16562" 13 70.117
"16563" 14 72.2607
"16564" 15 74.1762
"16565" 16 76.3289
"16566" 17 77.2563
"16567" 18 80.2064
"16568" 19 82.2391
"16569" 20 87.184
"16570" 21 89.3661
"16571" 0 46.1168
"16572" 1 46.1441
"16573" 2 49.1418
"16574" 3 51.2109
"16575" 4 51.1735
"16576" 5 54.1545
"16577" 6 56.277
"16578" 7 57.164
"16579" 8 58.1466
"16580" 9 59.2604
"16581" 10 61.2242
"16582" 11 63.2448
"16583" 12 63.1406
"16584" 13 66.4617
"16585" 14 69.5919
"16586" 15 70.2691
"16587" 16 72.4919
"16588" 17 75.3143
"16589" 18 76.2507
"16590" 19 80.3642
"16591" 20 83.397
"16592" 21 85.4295
"16593" 22 90.3707
"16594" 0 46.2189
"16595" 1 48.2402
"16596" 2 48.2957
"16597" 3 51.2892
"16598" 4 53.4712
"16599" 5 54.2558
"16600" 6 56.1321
"16601" 7 59.188
"16602" 8 60.1898
"16603" 9 62.1819
"16604" 10 64.1764
"16605" 11 66.2829
"16606" 12 66.2722
"16607" 13 70.257
"16608" 14 73.532
"16609" 15 73.5265
"16610" 16 76.3106
"16611" 17 78.511
"16612" 18 82.4138
"16613" 19 85.2912
"16614" 20 87.3402
"16615" 21 91.3502
"16616" 22 93.281
"16617" 23 97.3652
"16618" 24 98.3473
"16619" 0 49.1577
"16620" 1 51.1841
"16621" 2 54.1682
"16622" 3 57.1369
"16623" 4 58.242
"16624" 5 60.1813
"16625" 6 62.443
"16626" 7 64.2046
"16627" 8 67.1944
"16628" 9 67.3508
"16629" 10 70.1423
"16630" 11 72.1819
"16631" 12 75.151
"16632" 13 77.1362
"16633" 14 79.1622
"16634" 15 81.2407
"16635" 16 86.1696
"16636" 17 89.2913
"16637" 18 92.1291
"16638" 19 96.2611
"16639" 0 48.118
"16640" 1 48.207
"16641" 2 51.1568
"16642" 3 50.1536
"16643" 4 52.2174
"16644" 5 54.1637
"16645" 6 57.15
"16646" 7 57.2741
"16647" 8 59.1339
"16648" 9 60.1519
"16649" 10 63.1422
"16650" 11 65.2215
"16651" 12 67.2164
"16652" 13 70.2647
"16653" 14 72.3561
"16654" 15 73.1709
"16655" 16 74.3324
"16656" 17 80.2037
"16657" 0 40.1365
"16658" 1 41.1715
"16659" 2 43.2212
"16660" 3 44.222
"16661" 4 46.2881
"16662" 5 47.1947
"16663" 6 49.2544
"16664" 7 50.1139
"16665" 8 50.2832
"16666" 9 51.277
"16667" 10 53.1968
"16668" 11 56.1971
"16669" 12 57.1412
"16670" 13 59.1912
"16671" 14 59.2575
"16672" 15 60.1167
"16673" 16 64.228
"16674" 17 65.1267
"16675" 18 67.2
"16676" 19 69.1803
"16677" 20 72.1163
"16678" 21 73.168
"16679" 22 76.1018
"16680" 23 79.1114
"16681" 0 39.034
"16682" 1 40.0077
"16683" 2 40.1832
"16684" 3 43.2857
"16685" 4 43.1712
"16686" 5 45.2236
"16687" 6 46.1009
"16688" 7 48.1663
"16689" 8 49.0473
"16690" 9 51.097
"16691" 10 52.0955
"16692" 11 54.0779
"16693" 12 55.0995
"16694" 13 56.0829
"16695" 14 57.1631
"16696" 15 59.1855
"16697" 16 62.0836
"16698" 17 64.0926
"16699" 18 65.0733
"16700" 19 65.0792
"16701" 20 68.069
"16702" 21 70.1173
"16703" 22 71.115
"16704" 23 75.0853
"16705" 24 77.2913
"16706" 25 80.2309
"16707" 26 82.172
"16708" 27 83.3033
"16709" 28 87.2142
"16710" 29 89.2191
"16711" 30 91.1565
"16712" 31 95.2158
"16713" 32 99.1425
"16714" 33 101.178
"16715" 34 105.165
"16716" 35 109.25
"16717" 36 112.184
"16718" 37 115.221
"16719" 38 117.191
"16720" 39 121.162
"16721" 40 125.106
"16722" 0 68.0793
"16723" 1 69.06
"16724" 2 71.0856
"16725" 3 74.0856
"16726" 4 77.0907
"16727" 5 80.0849
"16728" 6 84.1755
"16729" 7 86.1172
"16730" 8 90.1742
"16731" 9 93.1819
"16732" 0 49.0643
"16733" 1 51.0751
"16734" 2 52.1662
"16735" 3 55.124
"16736" 4 56.1157
"16737" 5 58.1166
"16738" 6 58.1151
"16739" 7 60.1522
"16740" 8 61.1062
"16741" 9 64.1029
"16742" 10 66.1468
"16743" 11 67.1527
"16744" 12 71.1531
"16745" 13 73.0942
"16746" 14 76.0984
"16747" 15 79.1479
"16748" 16 81.0916
"16749" 17 83.0924
"16750" 18 85.133
"16751" 19 91.0968
"16752" 20 93.0975
"16753" 0 49.0164
"16754" 1 52.0492
"16755" 2 53.0453
"16756" 3 55.0295
"16757" 4 56.1267
"16758" 5 57.0429
"16759" 6 60.1024
"16760" 7 61.0567
"16761" 8 64.197
"16762" 9 63.115
"16763" 10 67.1179
"16764" 11 70.1573
"16765" 12 72.1859
"16766" 13 74.2465
"16767" 14 77.2058
"16768" 15 80.2248
"16769" 16 83.2787
"16770" 17 86.3463
"16771" 0 45.0474
"16772" 1 47.0477
"16773" 2 48.0812
"16774" 3 48.2307
"16775" 4 49.1822
"16776" 5 51.1916
"16777" 6 53.2003
"16778" 7 54.1652
"16779" 8 55.1444
"16780" 9 57.1554
"16781" 10 55.2458
"16782" 11 59.1206
"16783" 12 60.1377
"16784" 13 62.1318
"16785" 14 64.0914
"16786" 15 65.1011
"16787" 16 66.1352
"16788" 17 69.137
"16789" 18 71.1888
"16790" 19 75.1527
"16791" 20 75.1504
"16792" 21 79.131
"16793" 22 81.1248
"16794" 23 84.2815
"16795" 24 87.1745
"16796" 0 46.0335
"16797" 1 47.0591
"16798" 2 49.2659
"16799" 3 50.1857
"16800" 4 50.2503
"16801" 5 54.1399
"16802" 6 55.1831
"16803" 7 56.3557
"16804" 8 58.1489
"16805" 9 60.1855
"16806" 10 61.2271
"16807" 11 63.2788
"16808" 12 65.201
"16809" 13 67.172
"16810" 14 69.2736
"16811" 15 71.1542
"16812" 16 73.1991
"16813" 17 74.1298
"16814" 18 76.1407
"16815" 19 80.1264
"16816" 20 82.116
"16817" 21 83.1141
"16818" 22 88.1047
"16819" 0 47.1018
"16820" 1 51.1186
"16821" 2 52.1721
"16822" 3 53.1668
"16823" 4 52.2738
"16824" 5 54.227
"16825" 6 58.2494
"16826" 7 58.1742
"16827" 8 62.1127
"16828" 9 63.1724
"16829" 10 65.1955
"16830" 11 67.1998
"16831" 12 70.2313
"16832" 13 72.1861
"16833" 14 74.1614
"16834" 15 76.2626
"16835" 16 78.142
"16836" 17 83.218
"16837" 18 84.0788
"16838" 19 86.1899
"16839" 20 89.1471
"16840" 21 92.1917
"16841" 22 94.1747
"16842" 23 98.165
"16843" 24 100.237
"16844" 25 104.271
"16845" 26 109.174
"16846" 27 113.242
"16847" 0 60.2751
"16848" 1 63.1605
"16849" 2 63.2164
"16850" 3 67.2128
"16851" 4 69.151
"16852" 5 72.2557
"16853" 6 75.1689
"16854" 7 78.2079
"16855" 8 82.1456
"16856" 9 84.1741
"16857" 10 87.1468
"16858" 0 43.0579
"16859" 1 47.0279
"16860" 2 49.0865
"16861" 3 50.1478
"16862" 4 50.1946
"16863" 5 54.1853
"16864" 6 55.2554
"16865" 7 57.1697
"16866" 8 59.1656
"16867" 9 58.2035
"16868" 10 61.1727
"16869" 11 64.2151
"16870" 12 65.1172
"16871" 13 66.1936
"16872" 14 68.083
"16873" 15 70.1235
"16874" 16 73.2592
"16875" 17 76.2174
"16876" 18 80.2178
"16877" 19 83.156
"16878" 20 84.1834
"16879" 0 42.0862
"16880" 1 45.0271
"16881" 2 44.1498
"16882" 3 48.0974
"16883" 4 49.0537
"16884" 5 51.1224
"16885" 6 51.0298
"16886" 7 52.0657
"16887" 8 55.0977
"16888" 9 57.0814
"16889" 10 58.0966
"16890" 11 59.1094
"16891" 12 60.2103
"16892" 13 64.2437
"16893" 14 65.2441
"16894" 15 68.2017
"16895" 16 70.0916
"16896" 17 73.3891
"16897" 18 75.224
"16898" 19 78.2096
"16899" 20 79.1129
"16900" 21 82.1544
"16901" 22 85.342
"16902" 23 89.3134
"16903" 24 93.2213
"16904" 0 46.096
"16905" 1 47.053
"16906" 2 50.1744
"16907" 3 51.0674
"16908" 4 52.1435
"16909" 5 53.1871
"16910" 6 55.1595
"16911" 7 56.3179
"16912" 8 58.1449
"16913" 9 61.0939
"16914" 10 62.3092
"16915" 11 64.176
"16916" 12 66.142
"16917" 13 69.1501
"16918" 14 69.125
"16919" 15 72.1432
"16920" 16 74.2592
"16921" 17 75.3966
"16922" 18 79.1439
"16923" 19 83.1901
"16924" 20 87.1557
"16925" 21 90.1831
"16926" 22 94.1544
"16927" 0 48.1164
"16928" 1 49.0562
"16929" 2 51.0354
"16930" 3 53.0433
"16931" 4 54.0564
"16932" 5 56.1268
"16933" 6 58.1548
"16934" 7 61.0994
"16935" 8 63.2413
"16936" 9 65.3667
"16937" 10 68.193
"16938" 11 70.2247
"16939" 12 73.175
"16940" 13 75.2379
"16941" 14 78.1707
"16942" 15 82.1495
"16943" 0 43.0856
"16944" 1 44.0931
"16945" 2 45.1333
"16946" 3 48.2596
"16947" 4 50.1406
"16948" 5 51.2176
"16949" 6 51.2438
"16950" 7 55.1545
"16951" 8 56.1778
"16952" 9 59.1692
"16953" 10 59.2394
"16954" 11 62.1715
"16955" 12 64.1664
"16956" 13 67.1617
"16957" 14 70.2152
"16958" 15 71.1367
"16959" 16 75.1511
"16960" 17 79.3068
"16961" 18 83.1809
"16962" 0 43.0823
"16963" 1 46.1005
"16964" 2 47.2547
"16965" 3 46.3003
"16966" 4 51.2804
"16967" 5 52.1299
"16968" 6 52.2403
"16969" 7 54.1876
"16970" 8 55.0625
"16971" 9 57.1217
"16972" 10 57.2806
"16973" 11 60.2039
"16974" 12 63.1745
"16975" 13 66.1612
"16976" 14 67.2959
"16977" 15 69.3334
"16978" 16 73.1306
"16979" 17 76.4371
"16980" 18 79.3053
"16981" 19 81.2442
"16982" 0 42.1091
"16983" 1 45.0306
"16984" 2 44.0313
"16985" 3 47.1319
"16986" 4 47.0786
"16987" 5 51.086
"16988" 6 50.0525
"16989" 7 54.0325
"16990" 8 56.0424
"16991" 9 57.0427
"16992" 10 56.0342
"16993" 11 58.0618
"16994" 12 59.0252
"16995" 13 61.1022
"16996" 14 62.0686
"16997" 15 65.1103
"16998" 16 66.119
"16999" 17 70.1144
"17000" 18 72.1123
"17001" 19 75.1636
"17002" 20 77.0917
"17003" 21 80.0761
"17004" 22 82.1269
"17005" 23 85.098
"17006" 24 87.2612
"17007" 25 92.1949
"17008" 26 96.1364
"17009" 27 97.2108
"17010" 28 102.173
"17011" 29 105.243
"17012" 30 109.215
"17013" 31 111.165
"17014" 0 58.1552
"17015" 1 60.1038
"17016" 2 61.1512
"17017" 3 65.0891
"17018" 4 67.0759
"17019" 5 70.1666
"17020" 6 71.0161
"17021" 7 75.0773
"17022" 8 75.1392
"17023" 9 79.0614
"17024" 10 82.3511
"17025" 11 84.2915
"17026" 12 87.2511
"17027" 13 90.3114
"17028" 14 92.3379
"17029" 15 97.4611
"17030" 16 101.132
"17031" 17 104.257
"17032" 18 106.421
"17033" 19 110.179
"17034" 0 59.18
"17035" 1 59.1168
"17036" 2 63.1616
"17037" 3 66.3505
"17038" 4 68.3328
"17039" 5 71.2445
"17040" 6 72.2116
"17041" 7 75.177
"17042" 8 79.2487
"17043" 9 81.2037
"17044" 10 83.1329
"17045" 11 86.2217
"17046" 12 91.2822
"17047" 13 94.2006
"17048" 14 97.3461
"17049" 0 51.186
