"c.0L..1L..2L..3L..4L..5L..6L..7L..8L..9L..10L..11L..12L..13L.." "c.51.0456..52.0305..54.075..56.0468..58.1134..57.0829..61.0952.."
"2779" 16 82.1761
"2780" 17 85.1372
"2781" 18 88.1471
"2782" 0 46.1553
"2783" 1 47.0962
"2784" 2 48.1309
"2785" 3 50.2068
"2786" 4 51.215
"2787" 5 52.2726
"2788" 6 53.2744
"2789" 7 56.1407
"2790" 8 57.2468
"2791" 9 59.1732
"2792" 10 61.1833
"2793" 11 63.1602
"2794" 12 66.2343
"2795" 13 67.2965
"2796" 14 69.2444
"2797" 15 71.2211
"2798" 16 73.252
"2799" 17 77.2873
"2800" 18 80.2025
"2801" 0 41.167
"2802" 1 43.1037
"2803" 2 43.1373
"2804" 3 43.0572
"2805" 4 46.1395
"2806" 5 48.0704
"2807" 6 49.1582
"2808" 7 51.1931
"2809" 8 52.2698
"2810" 9 54.1128
"2811" 10 56.2033
"2812" 11 56.2671
"2813" 12 60.3842
"2814" 13 60.4231
"2815" 14 62.3927
"2816" 15 65.3136
"2817" 16 66.3582
"2818" 17 68.4937
"2819" 18 69.4191
"2820" 19 73.411
"2821" 20 74.3432
"2822" 21 76.4442
"2823" 22 80.3642
"2824" 23 81.3009
"2825" 24 84.4099
"2826" 25 89.3161
"2827" 26 91.2904
"2828" 27 93.303
"2829" 0 47.3453
"2830" 1 50.2881
"2831" 2 50.1937
"2832" 3 52.0854
"2833" 4 55.1535
"2834" 5 57.1501
"2835" 6 59.1226
"2836" 7 61.1458
"2837" 8 62.177
"2838" 9 65.1871
"2839" 10 67.1907
"2840" 11 70.1088
"2841" 12 73.3011
"2842" 13 75.2269
"2843" 14 79.2031
"2844" 15 82.1238
"2845" 16 87.1453
"2846" 17 90.3079
"2847" 18 93.0987
"2848" 19 97.1423
"2849" 0 50.1469
"2850" 1 52.1224
"2851" 2 53.3308
"2852" 3 56.201
"2853" 4 58.2932
"2854" 5 60.5221
"2855" 6 61.2347
"2856" 7 63.2653
"2857" 8 67.4026
"2858" 9 68.2594
"2859" 10 69.38
"2860" 11 73.2963
"2861" 12 76.3166
"2862" 13 79.3509
"2863" 14 81.3472
"2864" 15 85.2921
"2865" 16 87.22
"2866" 17 89.2109
"2867" 0 51.0323
"2868" 1 52.1256
"2869" 2 55.1035
"2870" 3 56.0406
"2871" 4 58.0751
"2872" 5 60.228
"2873" 6 63.1629
"2874" 7 66.1938
"2875" 8 67.0839
"2876" 9 69.0904
"2877" 10 71.1984
"2878" 11 74.1371
"2879" 12 77.1561
"2880" 13 81.2953
"2881" 14 82.3236
"2882" 15 86.2751
"2883" 16 88.3754
"2884" 17 91.3304
"2885" 18 94.4293
"2886" 19 99.4382
"2887" 20 103.299
"2888" 21 106.25
"2889" 0 57.1919
"2890" 1 57.1211
"2891" 2 61.1223
"2892" 3 61.2267
"2893" 4 63.1021
"2894" 5 65.0521
"2895" 6 69.2055
"2896" 7 71.1038
"2897" 8 75.1918
"2898" 9 77.1152
"2899" 10 78.0748
"2900" 11 81.1282
"2901" 12 86.1247
"2902" 13 89.1922
"2903" 14 91.1401
"2904" 0 46.0243
"2905" 1 48.0631
"2906" 2 50.0262
"2907" 3 51.0741
"2908" 4 53.0366
"2909" 5 54.0292
"2910" 6 57.1573
"2911" 7 59.031
"2912" 8 59.0518
"2913" 9 61.0388
"2914" 10 65.1067
"2915" 11 66.1298
"2916" 12 69.1722
"2917" 13 70.0795
"2918" 14 73.1092
"2919" 15 76.1303
"2920" 16 80.1414
"2921" 17 82.1633
"2922" 18 86.242
"2923" 19 87.2331
"2924" 20 91.2262
"2925" 0 50.0355
"2926" 1 50.0355
"2927" 2 52.0181
"2928" 3 55.1663
"2929" 4 56.1576
"2930" 5 59.1004
"2931" 6 59.1397
"2932" 7 61.2104
"2933" 8 64.3247
"2934" 9 67.2363
"2935" 10 68.3196
"2936" 11 71.2739
"2937" 12 74.2326
"2938" 13 75.3335
"2939" 14 78.2842
"2940" 15 81.3818
"2941" 16 83.1535
"2942" 17 87.2681
"2943" 18 91.2285
"2944" 19 93.3795
"2945" 20 99.375
"2946" 21 102.408
"2947" 0 52.2579
"2948" 1 53.3636
"2949" 2 53.5009
"2950" 3 56.2794
"2951" 4 60.3125
"2952" 5 62.4525
"2953" 6 65.3161
"2954" 7 68.2818
"2955" 8 70.5985
"2956" 9 73.376
"2957" 10 77.3339
"2958" 11 80.5779
"2959" 12 83.3574
"2960" 13 86.3271
"2961" 14 88.3656
"2962" 15 92.4465
"2963" 16 96.2579
"2964" 0 49.1278
"2965" 1 50.1137
"2966" 2 52.2152
"2967" 3 54.2265
"2968" 4 55.2658
"2969" 5 58.4948
"2970" 6 60.4467
"2971" 7 60.3145
"2972" 8 63.2859
"2973" 9 65.2817
"2974" 10 67.2691
"2975" 11 67.2963
"2976" 12 71.4645
"2977" 13 73.3231
"2978" 14 77.4705
"2979" 15 78.3903
"2980" 16 81.4669
"2981" 17 84.4345
"2982" 18 87.4289
"2983" 19 90.3211
"2984" 20 94.4301
"2985" 21 97.3673
"2986" 0 50.1966
"2987" 1 51.2056
"2988" 2 53.0899
"2989" 3 55.2621
"2990" 4 57.2272
"2991" 5 59.2771
"2992" 6 59.2911
"2993" 7 62.1023
"2994" 8 63.168
"2995" 9 65.3182
"2996" 10 68.1765
"2997" 11 69.5095
"2998" 12 72.129
"2999" 13 74.311
"3000" 14 76.2951
"3001" 15 78.189
"3002" 16 81.1828
"3003" 17 85.1819
"3004" 18 87.1578
"3005" 19 91.1426
"3006" 20 93.2156
"3007" 21 95.1325
"3008" 22 99.1016
"3009" 23 101.177
"3010" 24 106.47
"3011" 25 108.277
"3012" 26 112.244
"3013" 27 115.327
"3014" 28 120.124
"3015" 29 124.245
"3016" 30 127.319
"3017" 31 132.303
"3018" 32 137.271
"3019" 33 141.157
"3020" 34 147.228
"3021" 35 152.336
"3022" 36 157.173
"3023" 37 164.343
"3024" 0 129.15
"3025" 1 133.281
"3026" 2 136.161
"3027" 3 142.286
"3028" 4 147.301
"3029" 5 152.458
"3030" 6 155.606
"3031" 0 54.2563
"3032" 1 55.2602
"3033" 2 56.1223
"3034" 3 57.3427
"3035" 4 59.1842
"3036" 5 62.2161
"3037" 6 61.1657
"3038" 7 64.1969
"3039" 8 66.185
"3040" 9 68.1493
"3041" 10 68.301
"3042" 11 70.1215
"3043" 12 71.339
"3044" 13 74.1746
"3045" 14 77.3457
"3046" 15 77.348
"3047" 16 81.3226
"3048" 17 82.22
"3049" 18 82.3289
"3050" 19 84.2306
"3051" 20 87.2993
"3052" 21 89.3092
"3053" 22 91.364
"3054" 23 91.2693
"3055" 24 95.239
"3056" 25 96.3561
"3057" 26 97.2438
"3058" 27 97.2552
"3059" 28 100.391
"3060" 29 102.357
"3061" 30 103.371
"3062" 31 104.273
"3063" 32 105.273
"3064" 33 108.393
"3065" 34 108.393
"3066" 35 113.415
"3067" 36 114.189
"3068" 37 117.453
"3069" 38 117.452
"3070" 39 120.455
"3071" 40 121.381
"3072" 41 126.417
"3073" 42 127.326
"3074" 43 128.381
"3075" 44 130.432
"3076" 45 130.463
"3077" 46 133.561
"3078" 47 136.395
"3079" 48 136.349
"3080" 49 139.365
"3081" 50 140.315
"3082" 51 141.273
"3083" 52 142.332
"3084" 53 143.302
"3085" 54 145.465
"3086" 55 147.508
"3087" 56 148.348
"3088" 57 148.369
"3089" 58 152.518
"3090" 59 152.284
"3091" 60 153.241
"3092" 61 153.33
"3093" 62 157.428
"3094" 63 157.383
"3095" 64 156.214
"3096" 65 159.182
"3097" 66 160.401
"3098" 67 160.244
"3099" 68 160.359
"3100" 69 160.322
"3101" 70 161.235
"3102" 71 161.343
"3103" 72 162.264
"3104" 73 162.285
"3105" 74 163.383
"3106" 75 162.312
"3107" 76 168.282
"3108" 77 167.327
"3109" 78 168.278
"3110" 79 167.169
"3111" 80 168.437
"3112" 81 165.15
"3113" 82 166.194
"3114" 83 169.343
"3115" 84 169.141
"3116" 85 171.149
"3117" 86 166.244
"3118" 87 165.261
"3119" 88 164.299
"3120" 89 165.386
"3121" 90 164.297
"3122" 91 167.258
"3123" 92 167.261
"3124" 93 163.264
"3125" 94 163.347
"3126" 95 156.206
"3127" 96 157.341
"3128" 97 149.159
"3129" 98 148.468
"3130" 99 145.167
"3131" 100 141.197
"3132" 101 133.199
"3133" 102 132.183
"3134" 103 130.272
"3135" 104 134.295
"3136" 105 164.247
"3137" 106 143.218
"3138" 107 145.405
"3139" 108 140.363
"3140" 109 158.441
"3141" 110 154.567
"3142" 111 148.588
"3143" 112 160.447
"3144" 113 159.514
"3145" 114 162.922
"3146" 115 156.085
"3147" 116 161.7
"3148" 117 171.877
"3149" 118 171.953
"3150" 119 169.747
"3151" 120 171.808
"3152" 121 171.676
"3153" 122 170.675
"3154" 123 170.662
"3155" 124 170.703
"3156" 125 168.567
"3157" 126 169.653
"3158" 127 170.474
"3159" 128 169.492
"3160" 129 169.593
"3161" 130 169.507
"3162" 131 168.577
"3163" 132 168.581
"3164" 133 168.421
"3165" 0 47.0631
"3166" 1 49.0682
"3167" 2 50.0794
"3168" 3 52.0639
"3169" 4 52.1638
"3170" 5 55.1531
"3171" 6 56.1567
"3172" 7 57.1265
"3173" 8 60.155
"3174" 9 61.1814
"3175" 10 62.138
"3176" 11 65.2169
"3177" 12 66.2421
"3178" 13 69.1415
"3179" 14 69.186
"3180" 15 73.1957
"3181" 16 75.2538
"3182" 17 77.1791
"3183" 18 81.1187
"3184" 19 83.1208
"3185" 20 87.1671
"3186" 21 89.2296
"3187" 0 48.2141
"3188" 1 48.2262
"3189" 2 50.279
"3190" 3 52.1822
"3191" 4 53.1251
"3192" 5 54.2838
"3193" 6 57.2299
"3194" 7 56.2748
"3195" 8 58.1952
"3196" 9 62.3256
"3197" 10 61.1684
"3198" 11 65.1376
"3199" 12 66.3151
"3200" 13 68.2059
"3201" 14 69.1803
"3202" 15 73.2662
"3203" 16 74.1797
"3204" 17 77.3707
"3205" 18 78.3092
"3206" 19 79.3456
"3207" 20 83.35
"3208" 21 86.2452
"3209" 22 89.4306
"3210" 23 91.3313
"3211" 24 94.3344
"3212" 25 98.4016
"3213" 26 102.225
"3214" 27 104.359
"3215" 28 108.446
"3216" 29 112.284
"3217" 30 116.237
"3218" 31 120.263
"3219" 32 124.291
"3220" 33 127.184
"3221" 0 73.1823
"3222" 1 77.1325
"3223" 2 79.2182
"3224" 3 81.1902
"3225" 4 82.1482
"3226" 5 87.094
"3227" 6 89.2174
"3228" 7 92.1236
"3229" 8 96.1936
"3230" 9 100.188
"3231" 10 103.319
"3232" 11 106.43
"3233" 12 110.252
"3234" 13 113.401
"3235" 14 115.303
"3236" 15 119.347
"3237" 16 124.287
"3238" 17 127.432
"3239" 18 132.37
"3240" 19 138.244
"3241" 20 144.393
"3242" 0 76.1683
"3243" 1 78.2462
"3244" 2 80.3034
"3245" 3 82.25
"3246" 4 86.2254
"3247" 5 89.252
"3248" 6 93.2817
"3249" 7 95.2159
"3250" 8 99.3371
"3251" 9 102.225
"3252" 10 104.305
"3253" 11 108.242
"3254" 12 112.27
"3255" 13 116.361
"3256" 14 120.207
"3257" 15 123.24
"3258" 0 67.1218
"3259" 1 70.0888
"3260" 2 72.1447
"3261" 3 72.1268
"3262" 4 77.1496
"3263" 5 78.151
"3264" 6 81.1755
"3265" 7 83.1306
"3266" 8 87.2885
"3267" 9 90.1779
"3268" 10 90.2188
"3269" 11 95.375
"3270" 12 99.2171
"3271" 13 102.368
"3272" 14 105.306
"3273" 15 105.35
"3274" 16 105.35
"3275" 17 114.296
"3276" 18 118.249
"3277" 19 122.269
"3278" 20 126.339
"3279" 21 129.35
"3280" 22 134.322
"3281" 23 139.364
"3282" 24 143.358
"3283" 0 80.2119
"3284" 1 82.2632
"3285" 2 84.3419
"3286" 3 87.4438
"3287" 4 90.3458
"3288" 5 94.4655
"3289" 6 97.3111
"3290" 7 100.334
"3291" 8 103.285
"3292" 9 105.264
"3293" 10 109.238
"3294" 11 112.37
"3295" 12 115.302
"3296" 13 119.218
"3297" 14 124.204
"3298" 15 129.203
"3299" 16 133.255
"3300" 0 73.1452
"3301" 1 75.1768
"3302" 2 77.1667
"3303" 3 78.1211
"3304" 4 83.0633
"3305" 5 84.269
"3306" 6 88.1914
"3307" 7 91.1569
"3308" 8 93.1319
"3309" 9 97.2181
"3310" 10 101.156
"3311" 11 104.217
"3312" 12 106.25
"3313" 13 110.274
"3314" 14 114.256
"3315" 15 118.455
"3316" 0 61.1757
"3317" 1 64.3283
"3318" 2 65.2506
"3319" 3 68.0769
"3320" 4 69.1474
"3321" 5 71.2169
"3322" 6 73.074
"3323" 7 74.1483
"3324" 8 79.0686
"3325" 9 80.1222
"3326" 10 82.1085
"3327" 11 85.0969
"3328" 12 88.0855
"3329" 13 89.2435
"3330" 14 94.1961
"3331" 15 98.3003
"3332" 16 100.223
"3333" 17 103.329
"3334" 18 107.204
"3335" 0 59.1695
"3336" 1 61.2428
"3337" 2 64.2035
"3338" 3 64.0357
"3339" 4 65.0747
"3340" 5 69.0657
"3341" 6 70.1473
"3342" 7 72.2158
"3343" 8 75.2296
"3344" 9 77.2004
"3345" 10 78.0889
"3346" 11 82.1148
"3347" 12 82.0575
"3348" 13 86.127
"3349" 14 89.1485
"3350" 15 92.1695
"3351" 16 96.274
"3352" 0 53.1482
"3353" 1 54.1793
"3354" 2 56.1732
"3355" 3 58.3499
"3356" 4 59.1987
"3357" 5 60.1433
"3358" 6 60.153
"3359" 7 63.1943
"3360" 8 64.1692
"3361" 9 64.1692
"3362" 10 68.173
"3363" 11 68.172
"3364" 12 73.2281
"3365" 13 72.1661
"3366" 14 75.3136
"3367" 15 78.1859
"3368" 16 81.0947
"3369" 17 84.12
"3370" 18 85.2159
"3371" 19 89.1849
"3372" 20 89.1379
"3373" 21 96.44
"3374" 0 53.2916
"3375" 1 52.2459
"3376" 2 56.1777
"3377" 3 57.1421
"3378" 4 59.1581
"3379" 5 60.2283
"3380" 6 61.1364
"3381" 7 65.1943
"3382" 8 67.2605
"3383" 9 67.092
"3384" 10 72.1865
"3385" 11 72.1644
"3386" 12 76.1079
"3387" 13 80.0988
"3388" 14 80.2228
"3389" 15 86.1699
"3390" 16 88.2
"3391" 17 91.0823
"3392" 0 47.0725
"3393" 1 47.0544
"3394" 2 49.0302
"3395" 3 50.0582
"3396" 4 51.1733
"3397" 5 54.1618
"3398" 6 54.1171
"3399" 7 56.1985
"3400" 8 58.1826
"3401" 9 59.2606
"3402" 10 62.2426
"3403" 11 63.1509
"3404" 12 64.2271
"3405" 13 65.1717
"3406" 14 67.1511
"3407" 15 71.1195
"3408" 16 73.3135
"3409" 17 76.1993
"3410" 18 78.1756
"3411" 19 80.1337
"3412" 20 83.23
"3413" 21 84.1378
"3414" 22 88.2508
"3415" 23 90.1854
"3416" 24 93.2597
"3417" 25 97.2752
"3418" 26 100.351
"3419" 27 105.266
"3420" 28 108.412
"3421" 0 56.2095
"3422" 1 58.3141
"3423" 2 61.227
"3424" 3 61.1624
"3425" 4 63.1367
"3426" 5 65.2505
"3427" 6 65.2206
"3428" 7 69.3369
"3429" 8 70.2972
"3430" 9 74.2004
"3431" 10 76.2798
"3432" 11 78.219
"3433" 12 81.349
"3434" 13 83.3513
"3435" 14 88.3092
"3436" 15 90.3267
"3437" 16 92.3069
"3438" 17 97.4647
"3439" 18 99.3849
"3440" 19 103.304
"3441" 20 107.349
"3442" 0 59.1992
"3443" 1 62.1561
"3444" 2 63.3089
"3445" 3 65.152
"3446" 4 65.1873
"3447" 5 67.132
"3448" 6 68.1415
"3449" 7 72.1721
"3450" 8 73.2298
"3451" 9 77.221
"3452" 10 78.123
"3453" 11 82.23
"3454" 12 83.0547
"3455" 13 87.1691
"3456" 14 91.1452
"3457" 15 94.3032
"3458" 16 97.1789
"3459" 17 97.1789
"3460" 18 106.3
"3461" 19 108.319
"3462" 0 61.0638
"3463" 1 61.128
"3464" 2 61.3147
"3465" 3 64.1302
"3466" 4 66.1945
"3467" 5 70.1377
"3468" 6 70.1377
"3469" 7 75.1733
"3470" 8 77.1551
"3471" 9 80.112
"3472" 10 82.2553
"3473" 11 84.2773
"3474" 12 89.2723
"3475" 13 92.2018
"3476" 14 96.3693
"3477" 15 100.28
"3478" 16 103.105
"3479" 0 53.0687
"3480" 1 57.108
"3481" 2 58.2395
"3482" 3 59.1741
"3483" 4 59.1899
"3484" 5 63.2866
"3485" 6 63.2866
"3486" 7 67.1491
"3487" 8 69.1951
"3488" 9 70.1759
"3489" 10 73.213
"3490" 11 76.2359
"3491" 12 77.1299
"3492" 13 78.1663
"3493" 14 82.1971
"3494" 15 85.1336
"3495" 16 89.139
"3496" 17 90.0816
"3497" 0 46.3234
"3498" 1 47.2754
"3499" 2 50.2661
"3500" 3 51.2196
"3501" 4 52.2873
"3502" 5 54.1963
"3503" 6 54.1656
"3504" 7 57.1998
"3505" 8 58.1834
"3506" 9 60.2125
"3507" 10 60.2724
"3508" 11 62.0721
"3509" 12 64.1286
"3510" 13 67.1485
"3511" 14 70.2815
"3512" 15 71.1456
"3513" 16 73.1745
"3514" 17 75.1099
"3515" 18 78.1184
"3516" 19 81.1698
"3517" 20 84.0929
"3518" 21 87.1525
"3519" 22 90.1228
"3520" 0 47.1056
"3521" 1 50.1079
"3522" 2 51.2622
"3523" 3 52.2571
"3524" 4 54.2333
"3525" 5 53.1272
"3526" 6 57.1433
"3527" 7 58.1446
"3528" 8 60.1525
"3529" 9 61.1449
"3530" 10 61.1449
"3531" 11 65.1415
"3532" 12 66.1116
"3533" 13 69.1535
"3534" 14 71.2587
"3535" 15 73.1308
"3536" 16 75.1484
"3537" 17 78.1271
"3538" 18 81.1187
"3539" 19 84.1185
"3540" 20 86.111
"3541" 21 89.2135
"3542" 22 93.1481
"3543" 0 47.1422
"3544" 1 49.2199
"3545" 2 49.2557
"3546" 3 51.2637
"3547" 4 52.2484
"3548" 5 53.2163
"3549" 6 55.1457
"3550" 7 57.1272
"3551" 8 60.269
"3552" 9 59.1778
"3553" 10 63.1751
"3554" 11 64.3222
"3555" 12 66.177
"3556" 13 65.1467
"3557" 14 70.2866
"3558" 15 72.128
"3559" 16 74.1148
"3560" 17 77.2026
"3561" 18 79.1876
"3562" 19 82.2205
"3563" 20 85.1322
"3564" 21 87.2387
"3565" 22 91.1814
"3566" 23 93.4473
"3567" 0 48.2537
"3568" 1 51.2475
"3569" 2 51.1648
"3570" 3 54.192
"3571" 4 55.2301
"3572" 5 57.1494
"3573" 6 59.233
"3574" 7 60.1024
"3575" 8 62.1151
"3576" 9 65.1514
"3577" 10 66.1719
"3578" 11 68.17
"3579" 12 70.201
"3580" 13 73.1499
"3581" 14 73.1499
"3582" 15 77.1141
"3583" 16 80.1788
"3584" 17 84.1208
"3585" 18 87.1991
"3586" 0 46.0548
"3587" 1 49.2977
"3588" 2 50.3063
"3589" 3 48.1936
"3590" 4 52.1855
"3591" 5 54.1935
"3592" 6 55.1127
"3593" 7 56.1304
"3594" 8 59.1683
"3595" 9 60.1954
"3596" 10 62.1099
"3597" 11 63.1509
"3598" 12 64.1812
"3599" 13 66.1967
"3600" 14 71.1698
"3601" 15 74.0826
"3602" 16 75.1533
"3603" 17 78.1246
"3604" 18 80.1131
"3605" 19 83.1064
"3606" 20 86.0912
"3607" 21 88.1284
"3608" 22 91.1706
"3609" 23 95.1968
"3610" 24 98.1911
"3611" 25 100.18
"3612" 26 103.113
"3613" 0 55.044
"3614" 1 56.2378
"3615" 2 58.1649
"3616" 3 61.1431
"3617" 4 62.181
"3618" 5 63.1893
"3619" 6 65.1214
"3620" 7 67.1956
"3621" 8 70.1232
"3622" 9 73.1445
"3623" 10 75.1455
"3624" 11 78.1661
"3625" 12 80.1612
"3626" 13 82.2111
"3627" 14 85.1162
"3628" 15 88.1267
"3629" 16 91.0843
"3630" 17 94.187
"3631" 18 96.2157
"3632" 0 51.0771
"3633" 1 55.1726
"3634" 2 56.2466
"3635" 3 56.1704
"3636" 4 58.1833
"3637" 5 61.1954
"3638" 6 63.1976
"3639" 7 64.123
"3640" 8 67.171
"3641" 9 69.2112
"3642" 10 71.2089
"3643" 11 73.1645
"3644" 12 77.1089
"3645" 13 79.1544
"3646" 14 82.171
"3647" 15 85.1813
"3648" 16 86.1527
"3649" 17 92.1663
"3650" 0 48.0294
"3651" 1 50.0735
"3652" 2 51.177
"3653" 3 54.2482
"3654" 4 55.2257
"3655" 5 57.1263
"3656" 6 58.2615
"3657" 7 60.2272
"3658" 8 60.1264
"3659" 9 63.1846
"3660" 10 66.1486
"3661" 11 67.2014
"3662" 12 68.1793
"3663" 13 71.2084
"3664" 14 71.1065
"3665" 15 75.2226
"3666" 16 79.1373
"3667" 17 80.2837
"3668" 18 85.2312
"3669" 0 45.0467
"3670" 1 47.0919
"3671" 2 50.0881
"3672" 3 50.0881
"3673" 4 50.1688
"3674" 5 53.2571
"3675" 6 54.2979
"3676" 7 56.3115
"3677" 8 56.242
"3678" 9 58.3121
"3679" 10 60.307
"3680" 11 63.2675
"3681" 12 64.1698
"3682" 13 66.1443
"3683" 14 66.2152
"3684" 15 70.2257
"3685" 16 71.0993
"3686" 17 73.2716
"3687" 18 76.1722
"3688" 19 77.3414
"3689" 20 80.4096
"3690" 21 84.4439
"3691" 22 87.3388
"3692" 23 90.367
"3693" 24 93.3605
"3694" 25 95.2662
"3695" 26 101.273
"3696" 27 104.34
"3697" 0 53.1527
"3698" 1 55.1853
"3699" 2 55.2729
"3700" 3 57.2691
"3701" 4 59.212
"3702" 5 61.1783
"3703" 6 63.106
"3704" 7 66.1327
"3705" 8 67.1497
"3706" 9 70.0999
"3707" 10 72.1096
"3708" 11 75.0746
"3709" 12 75.0969
"3710" 13 79.1321
"3711" 14 82.1101
"3712" 15 84.0782
"3713" 16 88.1131
"3714" 17 92.0812
"3715" 18 94.1029
"3716" 19 95.1784
"3717" 20 99.0954
"3718" 21 99.0954
"3719" 0 55.1079
"3720" 1 56.2176
"3721" 2 58.1895
"3722" 3 59.1616
"3723" 4 60.1967
"3724" 5 62.1814
"3725" 6 65.2592
"3726" 7 68.2926
"3727" 8 69.2971
"3728" 9 72.224
"3729" 10 74.3071
"3730" 11 78.3235
"3731" 12 80.4489
"3732" 13 83.5893
"3733" 14 86.3573
"3734" 0 46.2597
"3735" 1 47.4146
"3736" 2 51.3542
"3737" 3 50.2751
"3738" 4 52.1778
"3739" 5 56.275
"3740" 6 57.3565
"3741" 7 58.1878
"3742" 8 61.2792
"3743" 9 62.2489
"3744" 10 63.2419
"3745" 11 67.1737
"3746" 12 68.1859
"3747" 13 70.1124
"3748" 14 71.2261
"3749" 15 74.1571
"3750" 16 77.1231
"3751" 17 79.1147
"3752" 18 81.1534
"3753" 19 85.0598
"3754" 20 86.116
"3755" 21 89.145
"3756" 22 92.1631
"3757" 23 95.1444
"3758" 24 98.1837
"3759" 25 101.137
"3760" 0 57.1162
"3761" 1 60.2227
"3762" 2 60.1284
"3763" 3 62.1564
"3764" 4 64.2543
"3765" 5 65.1518
"3766" 6 65.1518
"3767" 7 70.2168
"3768" 8 73.1707
"3769" 9 74.292
"3770" 10 76.2507
"3771" 11 78.2919
"3772" 12 82.158
"3773" 13 85.2232
"3774" 14 88.1673
"3775" 15 93.1784
"3776" 0 49.0987
"3777" 1 51.0614
"3778" 2 52.1265
"3779" 3 53.3706
"3780" 4 56.2012
"3781" 5 57.2211
"3782" 6 59.2746
"3783" 7 61.2689
"3784" 8 62.1586
"3785" 9 65.2556
"3786" 10 66.3155
"3787" 11 67.1862
"3788" 12 71.5275
"3789" 13 73.0856
"3790" 14 73.2314
"3791" 15 77.2401
"3792" 16 80.1636
"3793" 17 82.175
"3794" 18 86.3048
"3795" 19 90.1532
"3796" 20 92.4145
"3797" 21 96.2773
"3798" 0 51.1706
"3799" 1 53.2233
"3800" 2 56.0994
"3801" 3 56.0798
"3802" 4 59.0527
"3803" 5 60.1034
"3804" 6 62.1393
"3805" 7 63.1161
"3806" 8 65.0898
"3807" 9 66.1413
"3808" 10 69.0649
"3809" 11 73.0548
"3810" 12 74.1724
"3811" 13 77.1687
"3812" 14 79.1598
"3813" 15 80.1503
"3814" 16 83.1248
"3815" 17 88.2305
"3816" 18 92.1172
"3817" 19 94.1394
"3818" 20 98.1227
"3819" 0 50.1501
"3820" 1 51.0433
"3821" 2 54.1539
"3822" 3 54.1805
"3823" 4 56.2765
"3824" 5 59.217
"3825" 6 60.2661
"3826" 7 62.1511
"3827" 8 66.1191
"3828" 9 66.1923
"3829" 10 69.128
"3830" 11 69.128
"3831" 12 74.1415
"3832" 13 77.1669
"3833" 14 79.2237
"3834" 15 82.1466
"3835" 16 84.1378
"3836" 17 87.3001
"3837" 18 91.3987
"3838" 19 94.1899
"3839" 20 98.4134
"3840" 21 102.382
"3841" 22 105.291
"3842" 23 107.333
"3843" 0 53.3259
"3844" 1 57.2197
"3845" 2 60.2065
"3846" 3 61.2434
"3847" 4 63.2342
"3848" 5 66.3073
"3849" 6 67.2825
"3850" 7 70.2249
"3851" 8 73.2294
"3852" 9 74.1812
"3853" 10 78.1591
"3854" 11 82.1579
"3855" 12 83.2537
"3856" 13 87.3388
"3857" 14 91.2708
"3858" 15 94.1674
"3859" 16 97.2635
"3860" 17 101.117
"3861" 18 105.405
"3862" 0 56.1405
"3863" 1 59.4386
"3864" 2 63.1691
"3865" 3 62.2903
"3866" 4 66.3137
"3867" 5 67.3977
"3868" 6 71.3174
"3869" 7 73.3572
"3870" 8 76.2086
"3871" 9 79.3227
"3872" 10 82.2542
"3873" 11 85.2302
"3874" 12 88.3483
"3875" 13 91.2181
"3876" 14 95.1296
"3877" 15 98.2807
"3878" 0 50.1061
"3879" 1 51.1348
"3880" 2 53.2246
"3881" 3 55.2257
"3882" 4 57.3596
"3883" 5 60.2147
"3884" 6 61.2583
"3885" 7 63.1126
"3886" 8 65.1504
"3887" 9 67.089
"3888" 10 67.2165
"3889" 11 70.1429
"3890" 12 72.2246
"3891" 13 76.1482
"3892" 14 77.2357
"3893" 15 80.1107
"3894" 16 81.1268
"3895" 17 83.1652
"3896" 18 87.2501
"3897" 0 44.2693
"3898" 1 45.6085
"3899" 2 46.1623
"3900" 3 47.3194
"3901" 4 46.3355
"3902" 5 49.2678
"3903" 6 49.3994
"3904" 7 52.3314
"3905" 8 52.3314
"3906" 9 54.248
"3907" 10 54.2367
"3908" 11 57.3467
"3909" 12 60.1587
"3910" 13 59.1992
"3911" 14 62.1889
"3912" 15 64.2705
"3913" 16 68.2342
"3914" 17 68.3651
"3915" 18 71.2584
"3916" 19 74.3612
"3917" 20 77.3042
"3918" 21 80.3038
"3919" 0 41.1072
"3920" 1 43.0719
"3921" 2 45.1294
"3922" 3 46.0372
"3923" 4 48.2206
"3924" 5 49.2556
"3925" 6 51.1416
"3926" 7 52.1929
"3927" 8 54.1778
"3928" 9 54.2029
"3929" 10 54.2029
"3930" 11 59.2218
"3931" 12 60.2816
"3932" 13 62.2637
"3933" 14 64.2345
"3934" 15 66.1938
"3935" 16 68.1647
"3936" 17 70.1936
"3937" 18 73.1089
"3938" 19 76.1731
"3939" 20 76.1731
"3940" 21 81.2096
"3941" 22 84.1374
"3942" 23 88.3102
"3943" 0 47.1604
"3944" 0 45.214
"3945" 1 47.0945
"3946" 2 49.1544
"3947" 3 49.2563
"3948" 4 51.2434
"3949" 5 54.3602
"3950" 6 55.1527
"3951" 7 57.2411
"3952" 8 58.0649
"3953" 9 61.1219
"3954" 10 61.1725
"3955" 11 65.0892
"3956" 12 67.1869
"3957" 13 67.1869
"3958" 14 71.0829
"3959" 15 73.0896
"3960" 16 76.1283
"3961" 17 78.0647
"3962" 18 81.0553
